INSTNM,STABBR
Paul Mitchell the School-Denver,CO
Academy of Interactive Entertainment,WA
Arrojo Cosmetology School,NY
Cosmetology Academy of Texarkana,TX
Virginia Baptist College,VA
Lynnes Welding Training,ND
Aviation Institute of Maintenance-Las Vegas,NV
Tulsa Technology Center-Owasso Campus,OK
Tulsa Technology Center-Sand Springs Campus,OK
National American University-Austin South,TX
National American University-Lewisville,TX
National American University-Georgetown,TX
National American University-Richardson,TX
National American University-Rochester,MN
National American University-Weldon Spring,MO
National American University-Wichita West,KS
National American University-Indianapolis,IN
National American University-Tigard,OR
The Art Institute of St Louis,MO
DeVry College of New York,NY
DeVry University-Arizona,AZ
DeVry University-California,CA
DeVry University-Colorado,CO
DeVry University-Florida,FL
DeVry University-Georgia,GA
DeVry University-Illinois,IL
DeVry University-Indiana,IN
DeVry University-Maryland,MD
DeVry University-Michigan,MI
DeVry University-Minnesota,MN
DeVry University-Missouri,MO
DeVry University-Nevada,NV
DeVry University-New Jersey,NJ
DeVry University-North Carolina,NC
DeVry University-Ohio,OH
DeVry University-Oklahoma,OK
DeVry University-Oregon,OR
DeVry University-Pennsylvania,PA
DeVry University-Tennessee,TN
DeVry University-Texas,TX
DeVry University-Utah,UT
DeVry University-Virginia,VA
DeVry University-Washington,WA
DeVry University-Wisconsin,WI
University of North Georgia,GA
South Georgia State College,GA
Northeastern University Global Network,MA
Brown Mackie College-Dallas,TX
American Institute-Toms River,NJ
Alamo City Barber College,TX
Arizona College-Mesa,AZ
American College of Healthcare,CA
Central Georgia Technical College,GA
Barber School of Pittsburgh,PA
The Salon Professional Academy-South Plainfield,NJ
Arizona State University-Skysong,AZ
Louisiana Delta Community College,LA
Fab School,CA
Networks Barber College,IL
JB's Hair Design and Barber College,OK
Graduate School USA,DC
Virginia College-Lubbock,TX
Paul Mitchell the School-Lombard,IL
Paul Mitchell the School-Greenville,SC
Divine Crown Academy of Cosmetology,PA
Delta College of Arts & Technology-Lafayette Campus,LA
Delta College-Slidell Campus,LA
Integrity College of Health,CA
Electrical Training Center,NY
Alexander Paul Institute of Hair Design,NC
Computer Training Academy,CA
More Tech Institute,FL
Dorsey Business Schools-Dearborn,MI
NeeCee's College of Cosmetology,TX
Ridley-Lowell Business & Technical Institute,RI
Sutter Beauty College,CA
Midwest Technical Institute,IN
New Horizons Medical Institute,GA
Ohio Institute of Allied Health,OH
Paul Mitchell the School-Ardmore,OK
Beauty and Health Institute,FL
School for Allied Health Professionals,TX
Cosmix School of Makeup Artistry,FL
Access Careers,NY
River Valley Cosmetology Institute,OK
Luckes Beauty Academy,VA
Total Transformation Institute of Cosmetology,TX
Vibe Barber College,TN
Champ's Barber School,PA
Azure College,FL
Nunation School of Cosmetology,AL
IGlobal University,VA
East-West Healing Arts Institute,WI
National Personal Training Institute,VA
Standard Healthcare Services-College of Nursing,VA
Philadelphia Technician Training,PA
Grace International Beauty School,NY
Alliance Computing Solutions,NY
InterAmerican Technical Institute,FL
Bay Area Medical Academy,CA
Mind Body Institute,TN
Parisian Spa Institute,FL
Yechanlaz Instituto Vocacional,FL
Creative Touch Cosmetology School,IL
LaBarberia Institute of Hair,OH
Setting the Standard Barbering and Natural Hair Academy,LA
Bos-Man's Barber College,LA
Lawrence & Company College of Cosmetology,CA
Healthcare Preparatory Institute,NV
Alabama College of Osteopathic Medicine,AL
Morthland College,IL
High Desert Medical College,CA
Paul Mitchell the School-Schenectady,NY
Beyond Measure Barbering Institute,NC
Beauty Anatomy Institute of Cosmetology and Wellness,FL
Barber Institute of Texas,TX
Jupiter Beauty Academy,MA
MedQuest College,KY
First Coast Barber Academy,FL
Debutantes School of Cosmetology and Nail Technology,IL
Excel Academies of Cosmetology-Troy,MI
Excel Academies of Cosmetology-Merrillville,IN
Excel Academies of Cosmetology,MI
Ricci's Academy of Cosmetology,CT
Yahweh Beauty Academy,TX
Excel Learning Center-San Antonio,TX
Preparing People Barber Styling College,TX
Arizona School of Integrative Studies,AZ
Lee Professional Institute,FL
Burnett International College,FL
Park Place Premier Barber School,LA
The Salon Professional Academy-San Jose,CA
Sterling Health Center,TX
Knox Theological Seminary,FL
Montessori Education Institute of the Pacific Northwest,WA
Jolie Health and Beauty Academy-Turnersville,NJ
Ross Medical Education Center-Owensboro,KY
Ross Medical Education Center-Evansville,IN
Ross Medical Education Center-Johnson City,TN
North-West College-Santa Ana,CA
North-West College-Long Beach,CA
Branford Hall Career Institute-Amityville,NY
Taylor Andrews Academy-Orem,UT
University of Florida-Online,FL
Buchanan Beauty College-Pleasantview,TN
Ogle School Hair Skin Nails-Stafford,TX
University of Phoenix-Arizona,AZ
University of Phoenix-Arkansas,AR
University of Phoenix-California,CA
University of Phoenix-Colorado,CO
University of Phoenix-Florida,FL
University of Phoenix-Georgia,GA
University of Phoenix-Louisiana,LA
University of Phoenix-Michigan,MI
University of Phoenix-Missouri,MO
University of Phoenix-Nevada,NV
University of Phoenix-North Carolina,NC
University of Phoenix-Oklahoma,OK
University of Phoenix-Tennessee,TN
University of Phoenix-Texas,TX
University of Phoenix-Virginia,VA
University of Phoenix-Pennsylvania,PA
Merrillville Beauty College-Flawless Barber Academy,OH
Tint School of Makeup & Cosmetology-Seattle,WA
Centro de Estudios Multidisciplinarios-Mayaguez,PR
Heritage College-Cleveland,OH
Aveda Institute-Phoenix,AZ
University of North Texas at Dallas,TX
BridgeValley Community & Technical College,WV
Northwest College-Medford,OR
Virginia College-Fort Pierce,FL
Houston Training Schools-Gessner,TX
Empire Beauty School-Buffalo,NY
Paul Mitchell the School-Toledo,OH
MJ's Barber Academy,TX
Trine University-Arizona Regional Campus,AZ
Regency Beauty Institute-Gaithersburg,MD
Georgia Military College,GA
New Horizons Medical Institute-Winder,GA
SAE Institute of Technology-Chicago,IL
Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,OR
Fayette Beauty Academy-Ritz Beauty Academy,GA
Fayette Beauty Academy-Ritz Beauty Academy,GA
Fountain of Youth Academy of Cosmetology,PA
Cosmopolitan Beauty and Tech School,MD
MCI Institute of Technology-Boca Raton,FL
California College San Diego,CA
West Coast University-Miami,FL
National American University-Houston,TX
National American University-Harold D. Buckingham Graduate School,TX
All Beauty College,AZ
Aparicio-Levy Technical College,FL
Fred D. Learey Technical College,FL
Hollywood Institute of Beauty Careers-West Palm Beach,FL
Hollywood Institute of Beauty Careers-Casselberry,FL
Coachella Valley Beauty College-Beaumont,CA
Dewey University-Mayaguez,PR
Coastal Pines Technical College,GA
Troy University-Phenix City Campus,AL
Troy University-Montgomery Campus,AL
Troy University-Dothan Campus,AL
Troy University-eTROY,AL
Troy University-Global Campus,AL
Arkansas College of Barbering and Hair Design,AR
Arkansas College of Barbering & Hair Design -  SWLR Campus,AR
Harding School of Theology,TN
Career Academy of Hair Design-Siloam Springs,AR
Career Academy of Hair Design-Rogers,AR
Career Academy of Hair Design-Fayetteville,AR
Academy of Salon and Spa -,OK
Alliant International University-Fresno,CA
Alliant International University-Los Angeles,CA
Alliant International University-San Francisco,CA
Alliant International University-Irvine,CA
Alliant International University-Sacramento,CA
Casa Loma College-Anaheim Campus,CA
Marinello School of Beauty-Bell,CA
Marinello School of Beauty-City of Industry,CA
Marinello School of Beauty-Paramount,CA
Marinello School of Beauty-Huntington Beach,CA
Marinello School of Beauty-Layton,UT
Marinello School of Beauty-Ogden,UT
Marinello School of Beauty-Murrieta,CA
Marinello School of Beauty-Napa,CA
Marinello School of Beauty-Seaside,CA
Marinello School of Beauty-San Mateo,CA
Marinello School of Beauty-Hayward,CA
Marinello School of Beauty-Castro Valley,CA
Marinello School of Beauty-Palmdale,CA
Marinello School of Beauty-San Rafael,CA
San Jose Campus,CA
Franciscan School of Theology,CA
Golden Gate University-Los Angeles,CA
Golden Gate University-Seattle,WA
Golden Gate University-Silicon Valley,CA
Humphreys College-Modesto,CA
International School of Cosmetology,CA
ATEP at IVC,CA
Marinello School of Beauty-Whittier,CA
Marinello School of Beauty-Reseda,CA
Marinello School of Beauty-Ontario,CA
Marinello School of Beauty-San Diego,CA
Marinello School of Beauty-San Bernardino,CA
Marinello School of Beauty-West Covina,CA
Marinello School of Beauty-West Los Angeles,CA
Marinello School of Beauty-Inglewood,CA
Marinello School of Beauty-El Cajon,CA
Marinello School of Beauty-Victorville,CA
Marinello School of Beauty-Anaheim,CA
Marinello School of Beauty-Simi Valley,CA
Marinello School of Beauty-Lomita,CA
Marymount University - Waterfront Campus,CA
Marinello School of Beauty-Chico,CA
Marinello School of Beauty-Redding,CA
Marinello School of Beauty-Fresno,CA
Mount Saint Mary's University - Doheny Campus,CA
San Diego State University-Imperial Valley Campus,CA
San Joaquin General Hospital School of Radiation Technology,CA
San Joaquin Valley College - Hanford,CA
San Joaquin Valley College-Online,CA
San Joaquin Valley College-Bakersfield,CA
San Joaquin Valley College-Fresno,CA
San Joaquin Valley College-Fresno Aviation,CA
San Joaquin Valley College-Ontario,CA
San Joaquin Valley College-Modesto,CA
San Joaquin Valley College-Rancho Cordova,CA
San Joaquin Valley College-Hesperia,CA
San Joaquin Valley College-Temecula,CA
San Joaquin Valley College-Lancaster,CA
San Joaquin Valley College-San Diego,CA
Jesuit School of Theology of Santa Clara University,CA
Pinnacle College-Sacramento,CA
Marinello School of Beauty-Bakersfield,CA
Marinello School of Beauty-Visalia,CA
UEI College,CA
UEI College,CA
UEI College,CA
UEI College,CA
UEI College,CA
United Education Institute,FL
UEI,GA
UEI College,CA
UEI College,CA
Colorado Technical University,CO
Lincoln College of New England-Hartford,CT
Marinello School of Beauty-Hamden,CT
Marinello School of Beauty-Fairfield,CT
Marinello School of Beauty-Willimantic,CT
Porter and Chester Institute of Rocky Hill,CT
Porter and Chester Institute of Enfield,CT
Porter and Chester Institute of Watertown,CT
Porter and Chester Institute of Chicopee,MA
Porter and Chester Institute of Worcester,MA
Porter and Chester Institute of Canton,MA
Porter and Chester Institute of Woburn,MA
Strayer University-Takoma Park Campus,DC
Barry University Law School,FL
University of Southernmost Florida-Coral Gables Campus,FL
Keiser University-Melbourne,FL
Keiser University-Tallahassee,FL
Keiser University-Daytona,FL
Keiser University-Lakeland,FL
Keiser University- Miami,FL
Keiser University-Orlando,FL
Keiser University-Sarasota,FL
Keiser University-Jacksonville,FL
Keiser University-Tampa,FL
Keiser University-Pembroke Pines,FL
Keiser University-Port St Lucie,FL
Keiser University-West Palm Beach,FL
Keiser University-Ft Myers,FL
Manhattan Hairstyling Academy - North,FL
Rasmussen College-New Port Richey,FL
Rasmussen College-Fort Myers,FL
Rasmussen College-Tampa/Brandon,FL
Rasmussen College-Land O' Lakes,FL
Portfolio Center - Waltham,MA
Portfolio Center - DC Branch,DC
Moody Theological Seminary and Graduate School--Michigan,MI
Moody Bible Institute-Spokane,WA
Saint Anthony College of Nursing - Highland Community College Campus,IL
PJ's College of Cosmetology- Brownsburg,IN
PJ's College of Cosmetology-Crestwood,KY
PJ's College of Cosmetology- Jeffersonville,IN
Ivy Tech Community College-Northcentral,IN
Ivy Tech Community College-Columbus,IN
Ivy Tech Community College-East Central,IN
Ivy Tech Community College-Kokomo,IN
Ivy Tech Community College-Lafayette,IN
Ivy Tech Community College-Northeast,IN
Ivy Tech Community College-South Central,IN
Ivy Tech Community College-Southwest,IN
Ivy Tech Community College-Wabash Valley,IN
Ivy Tech Community College-Richmond,IN
Ivy Tech Community College-Northwest,IN
Ivy Tech Community College-Southeast,IN
Ivy Tech Community College-Bloomington,IN
Ivy Tech Community College-Central Indiana,IN
Harrison College-Anderson,IN
Harrison College-Columbus,IN
Harrison College-Terre Haute,IN
Harrison College-Lafayette,IN
Harrison College-Indianapolis East,IN
Harrison College-Evansville,IN
Harrison College-Fort Wayne,IN
Harrison College-Northwest,IN
Harrison College-Elkhart,IN
Marian University,IN
Graceland University - Independence,MO
Baker University School of Nursing,KS
Baker University School of Professional and Graduate Studies and Graduate School of Education,KS
CBTS - Wisconsin,WI
Coffeyville Technical Campus,KS
Columbus Technical Campus,KS
Marinello School of Beauty-Lawrence,KS
PJ's College of Cosmetology- Greenfield,IN
PJ's College of Cosmetology- Muncie,IN
PJ's College of Cosmetology- Indianapolis,IN
PJ's College of Cosmetology- Plainfield,IN
PJ's College of Cosmetology- Louisville,KY
Empire Beauty School-Caribou,ME
Empire Beauty School-Bangor,ME
Empire Beauty School-Waterville,ME
International Beauty School,VA
Wentworth Institute of Technology,MA
Wentworth Institute of Technology,MA
Wentworth Institute of Technology,MA
Cleary University,MI
Davenport University-Warren Location,MI
Davenport University-Kalamazoo Location,MI
Davenport University-Lansing Location,MI
Davenport University-Midland Location,MI
Davenport University-Holland Location,MI
Davenport University-Flint Location,MI
Davenport University-Traverse City Location,MI
Davenport University-Saginaw Location,MI
Davenport University-Livonia Location,MI
Davenport University-Battle Creek Location,MI
Davenport University-Grand Rapids Downtown,MI
Davenport University - Treasury Site Dimondale,MI
Anoka-Ramsey Community College-Cambridge Campus,MN
Central Lakes College-Staples Campus,MN
M State - Detroit Lakes Campus,MN
M State - Moorhead Campus,MN
M State - Wadena Campus,MN
South Central ÿCollege-Faribault,MN
Mesabi Range College,MN
Northland Community and Technical College - East Grand Forks,MN
Rasmussen College-Bloomington,MN
Rasmussen College-Eagan,MN
Rasmussen College-Mankato,MN
Rasmussen College-Brooklyn Park,MN
Rasmussen College-Lake Elmo/Woodbury,MN
